t,	v,	x,	p1,	p2,	a
0.0000000000e+00,	6.6800000000e-02,	2.5000000000e+00,	7.0000000000e+02,	7.5000000000e+02,	-1.0000000000e+00
1.0000000000e-04,	6.6672842824e-02,	2.5000066741e+00,	6.8182209950e+02,	7.5892186572e+02,	-1.5419953243e+00
2.0000000000e-04,	6.6491839658e-02,	2.5000133328e+00,	6.6388459740e+02,	7.6772602377e+02,	-2.0768285275e+00
3.0000000000e-04,	6.6257734339e-02,	2.5000199707e+00,	6.4620670395e+02,	7.7640393016e+02,	-2.6039445241e+00
4.0000000000e-04,	6.5971327072e-02,	2.5000265826e+00,	6.2880864992e+02,	7.8494715671e+02,	-3.1227701359e+00
5.0000000000e-04,	6.5633476554e-02,	2.5000331632e+00,	6.1171204131e+02,	7.9334740834e+02,	-3.6327073407e+00
6.0000000000e-04,	6.5245102932e-02,	2.5000397076e+00,	5.9494038904e+02,	8.0159654002e+02,	-4.1331230196e+00
7.0000000000e-04,	6.4807192064e-02,	2.5000462106e+00,	5.7851993785e+02,	8.0968657387e+02,	-4.6233327204e+00
8.0000000000e-04,	6.4320801886e-02,	2.5000526674e+00,	5.6248104844e+02,	8.1760971683e+02,	-5.1025733678e+00
9.0000000000e-04,	6.3787072505e-02,	2.5000590732e+00,	5.4686071288e+02,	8.2535837941e+02,	-5.5699533306e+00
1.0000000000e-03,	6.3207243552e-02,	2.5000654233e+00,	5.3170776974e+02,	8.3292519687e+02,	-6.0243485426e+00
1.1000000000e-03,	6.2582688458e-02,	2.5000717132e+00,	5.1709634889e+02,	8.4030305492e+02,	-6.4641341207e+00
1.2000000000e-03,	6.1915004972e-02,	2.5000779384e+00,	5.0318301312e+02,	8.4748512673e+02,	-6.8860422723e+00
1.3000000000e-03,	6.1206690346e-02,	2.5000840948e+00,	4.9077088703e+02,	8.5446496811e+02,	-7.2738816217e+00
1.4000000000e-03,	6.0460935072e-02,	2.5000901785e+00,	4.7931409408e+02,	8.6123676146e+02,	-7.6384533476e+00
1.5000000000e-03,	5.9679505875e-02,	2.5000961858e+00,	4.6840715510e+02,	8.6779517334e+02,	-7.9877603647e+00
1.6000000000e-03,	5.8863837184e-02,	2.5001021132e+00,	4.5796423571e+02,	8.7413517410e+02,	-8.3234187679e+00
1.7000000000e-03,	5.8015250344e-02,	2.5001079575e+00,	4.4794098572e+02,	8.8025200035e+02,	-8.6462202926e+00
1.8000000000e-03,	5.7135006215e-02,	2.5001137152e+00,	4.3830995504e+02,	8.8614113866e+02,	-8.9566236724e+00
1.9000000000e-03,	5.6224329221e-02,	2.5001193834e+00,	4.2905254323e+02,	8.9179831688e+02,	-9.2549154730e+00
2.0000000000e-03,	5.5284420580e-02,	2.5001249591e+00,	4.2015542710e+02,	8.9721949894e+02,	-9.5412814367e+00
2.1000000000e-03,	5.4316466342e-02,	2.5001304394e+00,	4.1160869220e+02,	9.0240088188e+02,	-9.8158437936e+00
2.2000000000e-03,	5.3321642563e-02,	2.5001358215e+00,	4.0340474559e+02,	9.0733889411e+02,	-1.0078682970e+01
2.3000000000e-03,	5.2301118758e-02,	2.5001411029e+00,	3.9553763386e+02,	9.1203019445e+02,	-1.0329851212e+01
2.4000000000e-03,	5.1256060234e-02,	2.5001462809e+00,	3.8800259042e+02,	9.1647167179e+02,	-1.0569381627e+01
2.5000000000e-03,	5.0187629676e-02,	2.5001513533e+00,	3.8079572148e+02,	9.2066044500e+02,	-1.0797294470e+01
2.6000000000e-03,	4.9096988190e-02,	2.5001563177e+00,	3.7391378039e+02,	9.2459386311e+02,	-1.1013601654e+01
